t,u_measured
5.820000000000000284e+00,1.028199089053024373e+00
5.825000000000000178e+00,9.621051009788161856e-01
5.830000000000000071e+00,1.006211903745390712e+00
5.834999999999999964e+00,9.934812840290443425e-01
5.839999999999999858e+00,1.140133044371133497e+00
5.844999999999999751e+00,1.116428816202863050e+00
5.850000000000000533e+00,1.107582831672531354e+00
5.855000000000000426e+00,1.012577227233325328e+00
5.860000000000000320e+00,9.871043011515395760e-01
5.865000000000000213e+00,1.013478312161780970e+00
5.870000000000000107e+00,1.028634472390113741e+00
5.875000000000000000e+00,1.033229750080629783e+00
5.879999999999999893e+00,1.018506166795841494e+00
5.884999999999999787e+00,1.115009200605673767e+00
5.889999999999999680e+00,9.846006928489187127e-01
5.895000000000000462e+00,9.063735121263170047e-01
5.900000000000000355e+00,8.686854727523667385e-01
5.905000000000000249e+00,7.631987186750395225e-01
5.910000000000000142e+00,8.835124934086969750e-01
5.915000000000000036e+00,9.089440265093498006e-01
5.919999999999999929e+00,8.003491803430968776e-01
5.924999999999999822e+00,9.046593153673748722e-01
5.929999999999999716e+00,8.223261303495483787e-01
5.935000000000000497e+00,7.823374140982802816e-01
5.940000000000000391e+00,7.709533307961686788e-01
5.945000000000000284e+00,8.567715126691681782e-01
5.950000000000000178e+00,7.523564238783935210e-01
5.955000000000000071e+00,8.892104699474383533e-01
5.959999999999999964e+00,9.371130629728269268e-01
5.964999999999999858e+00,9.453400051190884446e-01
5.969999999999999751e+00,8.850582067479826343e-01
5.975000000000000533e+00,8.567790450911049183e-01
5.980000000000000426e+00,8.012762554579923036e-01
5.985000000000000320e+00,8.617595586678697961e-01
5.990000000000000213e+00,8.282172330547028505e-01
5.995000000000000107e+00,9.456715584942757546e-01
6.000000000000000000e+00,9.216230005051446739e-01
6.004999999999999893e+00,8.929289050310069698e-01
6.009999999999999787e+00,8.612395478212089284e-01
6.015000000000000568e+00,7.995653787667701407e-01
6.020000000000000462e+00,9.236978429631552689e-01
6.025000000000000355e+00,8.959240124541271166e-01
6.030000000000000249e+00,9.909340392810063181e-01
6.035000000000000142e+00,1.109289835592030427e+00
6.040000000000000036e+00,1.120928182418961638e+00
6.044999999999999929e+00,1.124178051384877364e+00
6.049999999999999822e+00,1.091340249840027310e+00
6.054999999999999716e+00,1.103292400614371838e+00
6.060000000000000497e+00,1.057681954031403526e+00
6.065000000000000391e+00,1.089485030682429745e+00
6.070000000000000284e+00,1.182207911330759753e+00
6.075000000000000178e+00,1.266485287802361803e+00
6.080000000000000071e+00,1.173530605528820381e+00
6.084999999999999964e+00,1.134983311466326361e+00
6.089999999999999858e+00,1.081820747889098655e+00
6.094999999999999751e+00,1.071635078519665552e+00
6.100000000000000533e+00,1.046338733010871769e+00
6.105000000000000426e+00,1.068925453864631558e+00
6.110000000000000320e+00,1.154232081942843990e+00
6.115000000000000213e+00,1.296563915291612634e+00
6.120000000000000107e+00,1.389614867118981856e+00
6.125000000000000000e+00,1.285015959470282798e+00
6.129999999999999893e+00,1.213148953094324467e+00
6.134999999999999787e+00,1.226156995480430334e+00
6.140000000000000568e+00,1.304446999985052535e+00
6.145000000000000462e+00,1.418832235694239330e+00
6.150000000000000355e+00,1.392721568963739109e+00
6.155000000000000249e+00,1.327404945615407561e+00
6.160000000000000142e+00,1.334995264682067528e+00
6.165000000000000036e+00,1.275030658619924928e+00
6.169999999999999929e+00,1.173269239691703714e+00
6.174999999999999822e+00,1.076434407851170061e+00
6.179999999999999716e+00,1.049389293799858569e+00
6.185000000000000497e+00,1.049367506095240099e+00
6.190000000000000391e+00,1.049026874041817603e+00
6.195000000000000284e+00,9.732261713972496509e-01
6.200000000000000178e+00,9.878917696063027609e-01
6.205000000000000071e+00,8.966501578348413659e-01
6.209999999999999964e+00,9.147200856423645110e-01
6.214999999999999858e+00,8.469219714794053999e-01
6.219999999999999751e+00,8.987581032121246816e-01
6.225000000000000533e+00,1.001046586355132995e+00
6.230000000000000426e+00,1.008530110533251145e+00
6.235000000000000320e+00,1.162907154786587682e+00
6.240000000000000213e+00,1.084604994533437949e+00
6.245000000000000107e+00,9.732284867240045267e-01
6.250000000000000000e+00,8.610702257394687864e-01
6.254999999999999893e+00,8.543209762736204693e-01
6.259999999999999787e+00,7.846893679731727911e-01
6.265000000000000568e+00,8.141644453300360684e-01
6.270000000000000462e+00,8.430639845946377164e-01
6.275000000000000355e+00,8.058537009974290344e-01
6.280000000000000249e+00,6.892974557921762724e-01
6.285000000000000142e+00,6.306614124286239464e-01
6.290000000000000036e+00,5.286290117863121640e-01
6.294999999999999929e+00,4.869194464775472575e-01
6.299999999999999822e+00,5.964421163788908853e-01
6.304999999999999716e+00,6.706474055599693784e-01
6.310000000000000497e+00,8.194757436470662126e-01
6.315000000000000391e+00,8.684979098030514155e-01
6.320000000000000284e+00,8.632101469666397797e-01
6.325000000000000178e+00,7.851807659100468184e-01
6.330000000000000071e+00,7.927697170899778989e-01
6.334999999999999964e+00,7.260038373893831221e-01
6.339999999999999858e+00,8.300987027918871330e-01
6.344999999999999751e+00,8.915763931045337376e-01
6.350000000000000533e+00,9.631268895458630075e-01
6.355000000000000426e+00,9.957357980664055530e-01
6.360000000000000320e+00,9.518637996776027066e-01
6.365000000000000213e+00,9.103555135501334439e-01
6.370000000000000107e+00,8.258168356913411223e-01
6.375000000000000000e+00,8.589990487747838355e-01
6.379999999999999893e+00,7.990351659029537590e-01
6.384999999999999787e+00,7.988142320079695269e-01
6.390000000000000568e+00,9.782261149428621572e-01
6.395000000000000462e+00,1.007312526773366246e+00
6.400000000000000355e+00,1.106622560770197161e+00
6.405000000000000249e+00,1.124359528436007727e+00
6.410000000000000142e+00,1.075543970800363347e+00
6.415000000000000036e+00,1.096163755973927900e+00
6.419999999999999929e+00,1.101530231819186856e+00
6.424999999999999822e+00,1.223095256326612201e+00
6.429999999999999716e+00,1.293819140120724853e+00
6.435000000000000497e+00,1.340164319694347128e+00
6.440000000000000391e+00,1.323573682422381825e+00
6.445000000000000284e+00,1.339505350455768351e+00
6.450000000000000178e+00,1.164802022262191095e+00
6.455000000000000071e+00,1.185790054967148288e+00
6.459999999999999964e+00,1.077457554213656632e+00
6.464999999999999858e+00,1.089604101295946093e+00
6.469999999999999751e+00,1.190910428485820516e+00
6.475000000000000533e+00,1.145715274909493653e+00
6.480000000000000426e+00,1.075839064222239072e+00
6.485000000000000320e+00,1.214645649748833822e+00
6.490000000000000213e+00,1.105372441145557216e+00
6.495000000000000107e+00,1.234208224294413236e+00
6.500000000000000000e+00,1.238094642956990565e+00
6.504999999999999893e+00,1.306177978212273549e+00
6.509999999999999787e+00,1.277363256759199928e+00
6.515000000000000568e+00,1.250500552992142911e+00
6.520000000000000462e+00,1.189259356976245297e+00
6.525000000000000355e+00,1.157695205113457471e+00
6.530000000000000249e+00,1.331281190091189170e+00
6.535000000000000142e+00,1.383139939326402557e+00
6.540000000000000036e+00,1.358432131197470305e+00
6.544999999999999929e+00,1.263267824561350672e+00
6.549999999999999822e+00,1.154851112633471288e+00
6.554999999999999716e+00,9.606831319979478589e-01
6.560000000000000497e+00,9.063039478711416574e-01
6.565000000000000391e+00,9.556472784192873160e-01
6.570000000000000284e+00,9.077091270596693295e-01
6.575000000000000178e+00,9.532824039901055535e-01
6.580000000000000071e+00,8.899708943451259957e-01
6.584999999999999964e+00,8.705881247167071013e-01
6.589999999999999858e+00,6.939191810994578269e-01
6.594999999999999751e+00,7.863913933257433708e-01
6.600000000000000533e+00,7.797030839355242327e-01
6.605000000000000426e+00,8.595389870700776980e-01
6.610000000000000320e+00,9.816112586457426126e-01
6.615000000000000213e+00,1.006935874046120061e+00
6.620000000000000107e+00,9.421098630138092789e-01
6.625000000000000000e+00,9.432128502292145278e-01
6.629999999999999893e+00,9.374893246549728110e-01
6.634999999999999787e+00,8.147297659236675260e-01
6.640000000000000568e+00,8.947182547518290896e-01
6.645000000000000462e+00,9.487363239820499894e-01
6.650000000000000355e+00,9.240129301656774263e-01
6.655000000000000249e+00,8.734658844569902492e-01
6.660000000000000142e+00,8.818038707830033740e-01
6.665000000000000036e+00,7.556021704058044630e-01
6.669999999999999929e+00,6.261248852983753999e-01
6.674999999999999822e+00,6.132981020451840903e-01
6.679999999999999716e+00,6.536014682951002408e-01
6.685000000000000497e+00,7.714180561357584232e-01
6.690000000000000391e+00,7.455692595033429626e-01
6.695000000000000284e+00,7.537956351371475350e-01
6.700000000000000178e+00,8.603896373031084677e-01
6.705000000000000071e+00,7.607121609868687795e-01
6.709999999999999964e+00,8.738858477512408962e-01
6.714999999999999858e+00,8.507583511704458479e-01
6.719999999999999751e+00,8.737309702597462202e-01
6.725000000000000533e+00,9.882006832608390967e-01
6.730000000000000426e+00,9.651934990890608246e-01
6.735000000000000320e+00,1.073495432028417795e+00
6.740000000000000213e+00,9.999568744664496522e-01
6.745000000000000107e+00,1.025679869035376335e+00
6.750000000000000000e+00,1.015707584919567807e+00
6.754999999999999893e+00,9.467220740520773115e-01
6.759999999999999787e+00,9.875587385673382235e-01
6.765000000000000568e+00,9.034740971851100699e-01
6.770000000000000462e+00,9.735824975408895465e-01
6.775000000000000355e+00,9.699732571248327329e-01
6.780000000000000249e+00,9.297744830459472309e-01
6.785000000000000142e+00,1.043330340085985020e+00
6.790000000000000036e+00,1.161378551483539745e+00
6.794999999999999929e+00,1.069829661054770176e+00
6.799999999999999822e+00,1.034310390810736502e+00
6.804999999999999716e+00,1.014293410647151950e+00
6.810000000000000497e+00,1.090800719182038581e+00
6.815000000000000391e+00,1.167014790476843311e+00
6.820000000000000284e+00,1.254762893387033618e+00
6.825000000000000178e+00,1.288834348157887444e+00
6.830000000000000071e+00,1.278356870691326641e+00
6.834999999999999964e+00,1.239937099509868634e+00
6.839999999999999858e+00,1.305289436817513415e+00
6.844999999999999751e+00,1.164093167506203841e+00
6.850000000000000533e+00,1.182093950628254397e+00
6.855000000000000426e+00,1.262130039899272971e+00
6.860000000000000320e+00,1.324052250512388840e+00
6.865000000000000213e+00,1.283141438863965700e+00
6.870000000000000107e+00,1.279449707771625810e+00
6.875000000000000000e+00,1.257971724206971009e+00
6.879999999999999893e+00,1.119536957778823227e+00
6.884999999999999787e+00,1.078034424697012161e+00
6.890000000000000568e+00,1.123824475155688951e+00
6.895000000000000462e+00,1.078518292586338800e+00
6.900000000000000355e+00,1.208252231788156106e+00
6.905000000000000249e+00,1.260957479792500724e+00
6.910000000000000142e+00,1.141917828517093003e+00
6.915000000000000036e+00,1.089869879131746266e+00
6.919999999999999929e+00,1.098121020878225496e+00
6.924999999999999822e+00,1.075075649026849822e+00
6.929999999999999716e+00,1.077093568276055180e+00
6.935000000000000497e+00,1.073067123766389575e+00
6.940000000000000391e+00,1.110994914033944791e+00
6.945000000000000284e+00,1.103015311928841502e+00
6.950000000000000178e+00,1.118621699491995747e+00
6.955000000000000071e+00,9.776528052310180517e-01
6.959999999999999964e+00,9.793865211966708006e-01
6.964999999999999858e+00,9.072648859158229939e-01
6.969999999999999751e+00,9.279454043543930997e-01
6.975000000000000533e+00,9.878887709803003681e-01
6.980000000000000426e+00,8.286560415956087944e-01
6.985000000000000320e+00,9.058390011688339793e-01
6.990000000000000213e+00,8.290909228758570615e-01
6.995000000000000107e+00,8.026475512344061203e-01
7.000000000000000000e+00,7.002253950695507267e-01
7.004999999999999893e+00,6.653632633384309880e-01
7.009999999999999787e+00,6.274984926542976904e-01
7.015000000000000568e+00,7.687690701781894065e-01
7.020000000000000462e+00,7.254556098560145383e-01
7.025000000000000355e+00,7.215816881741398126e-01
7.030000000000000249e+00,6.894057694803017444e-01
7.035000000000000142e+00,5.855879663787921796e-01
7.040000000000000036e+00,5.484002775374803296e-01
7.044999999999999929e+00,5.994813198669588505e-01
7.049999999999999822e+00,6.063729095462359053e-01
7.054999999999999716e+00,6.292250132523385941e-01
7.060000000000000497e+00,7.350967764392503101e-01
7.065000000000000391e+00,7.556495901088947642e-01
7.070000000000000284e+00,7.615978031995243036e-01
7.075000000000000178e+00,7.929772417675173823e-01
7.080000000000000071e+00,8.314593292271088565e-01
7.084999999999999964e+00,8.104112926502116121e-01
7.089999999999999858e+00,9.729417815499770139e-01
7.094999999999999751e+00,9.710299866793742352e-01
7.100000000000000533e+00,1.062901464283819708e+00
7.105000000000000426e+00,9.520572053260720757e-01
7.110000000000000320e+00,9.740482354422201894e-01
7.115000000000000213e+00,9.959643941625144770e-01
7.120000000000000107e+00,9.140002922484946613e-01
7.125000000000000000e+00,9.313631607079807528e-01
7.129999999999999893e+00,9.903332507356292780e-01
7.134999999999999787e+00,1.074078603692487199e+00
7.140000000000000568e+00,1.107911025750988987e+00
7.145000000000000462e+00,1.003441741753492211e+00
7.150000000000000355e+00,1.128645221265532905e+00
7.155000000000000249e+00,1.131673114386039680e+00
7.160000000000000142e+00,1.099961142838440376e+00
7.165000000000000036e+00,1.227286083547817208e+00
7.169999999999999929e+00,1.369965876120828874e+00
7.174999999999999822e+00,1.451995876055814261e+00
7.179999999999999716e+00,1.628949748989600543e+00
7.185000000000000497e+00,1.566424781048073811e+00
7.190000000000000391e+00,1.535622184898651099e+00
7.195000000000000284e+00,1.521986236640627377e+00
7.200000000000000178e+00,1.545915164630311978e+00
7.205000000000000071e+00,1.457479712973404062e+00
7.209999999999999964e+00,1.436568811962625869e+00
7.214999999999999858e+00,1.455438399184991072e+00
7.219999999999999751e+00,1.436578217733104346e+00
7.225000000000000533e+00,1.388638992872887723e+00
7.230000000000000426e+00,1.177242351839988155e+00
7.235000000000000320e+00,1.121634068330602751e+00
7.240000000000000213e+00,8.822157394417949883e-01
7.245000000000000107e+00,9.783336237400772628e-01
7.250000000000000000e+00,1.026184318326690104e+00
7.254999999999999893e+00,1.082062349928303746e+00
7.259999999999999787e+00,1.113956373511385989e+00
7.265000000000000568e+00,1.074435651702319472e+00
7.270000000000000462e+00,1.053899503931783777e+00
7.275000000000000355e+00,1.043343061961146123e+00
7.280000000000000249e+00,9.964449457574530156e-01
7.285000000000000142e+00,9.785487707416067327e-01
7.290000000000000036e+00,1.054520933619740530e+00
7.294999999999999929e+00,1.104388938478997773e+00
7.299999999999999822e+00,1.151850788043162765e+00
7.304999999999999716e+00,1.085873683297728265e+00
7.310000000000000497e+00,9.897468473888334506e-01
7.315000000000000391e+00,8.229331286287135949e-01
7.320000000000000284e+00,7.789255963648522574e-01
7.325000000000000178e+00,6.653988432918371831e-01
7.330000000000000071e+00,6.380970015407965157e-01
7.334999999999999964e+00,6.076058478123207429e-01
7.339999999999999858e+00,5.842919123282338534e-01
7.344999999999999751e+00,4.940602230154635954e-01
7.350000000000000533e+00,4.773712689781625107e-01
7.355000000000000426e+00,3.986170177424621652e-01
7.360000000000000320e+00,4.417653717671419233e-01
7.365000000000000213e+00,4.136666198317353604e-01
7.370000000000000107e+00,4.669172475903637931e-01
7.375000000000000000e+00,5.164565630951011288e-01
7.379999999999999893e+00,6.250504264253743392e-01
7.384999999999999787e+00,6.703472290249178345e-01
7.390000000000000568e+00,8.012751691208610527e-01
7.395000000000000462e+00,8.404915819451967973e-01
7.400000000000000355e+00,9.267200036587786016e-01
7.405000000000000249e+00,8.617175048757108602e-01
7.410000000000000142e+00,8.554227016886342128e-01
7.415000000000000036e+00,8.986616863345086026e-01
7.419999999999999929e+00,9.384562772548555865e-01
7.424999999999999822e+00,1.038030828856307819e+00
7.429999999999999716e+00,9.866310448712278802e-01
7.435000000000000497e+00,9.936851580476560031e-01
7.440000000000000391e+00,1.057045610649360645e+00
7.445000000000000284e+00,9.351462361134734724e-01
7.450000000000000178e+00,8.423754662786705483e-01
7.455000000000000071e+00,8.752913802575875701e-01
7.459999999999999964e+00,9.467984380376865960e-01
7.464999999999999858e+00,9.805563756032992240e-01
7.469999999999999751e+00,1.048599652677879357e+00
7.475000000000000533e+00,1.145024712198642103e+00
7.480000000000000426e+00,1.194195491120616959e+00
7.485000000000000320e+00,1.213269119010231600e+00
7.490000000000000213e+00,1.249865771982627827e+00
7.495000000000000107e+00,1.249069896947144542e+00
7.500000000000000000e+00,1.351289130462605126e+00
7.504999999999999893e+00,1.457830015458503548e+00
7.509999999999999787e+00,1.494746042544950582e+00
7.515000000000000568e+00,1.533581069921609696e+00
7.520000000000000462e+00,1.560353623528154987e+00
7.525000000000000355e+00,1.464863530232578981e+00
7.530000000000000249e+00,1.506531276164173594e+00
7.535000000000000142e+00,1.357570870639074556e+00
7.540000000000000036e+00,1.339383366904742356e+00
7.544999999999999929e+00,1.232176662141475365e+00
7.549999999999999822e+00,1.069306877293305869e+00
7.554999999999999716e+00,1.096527896626989795e+00
7.560000000000000497e+00,1.100107551869140332e+00
7.565000000000000391e+00,1.159591564621783366e+00
7.570000000000000284e+00,1.076125806338254609e+00
7.575000000000000178e+00,1.043806574427589728e+00
7.580000000000000071e+00,1.050408319208137042e+00
7.584999999999999964e+00,1.039194089638103558e+00
7.589999999999999858e+00,1.008662501755486884e+00
7.594999999999999751e+00,9.848997282110033558e-01
7.600000000000000533e+00,1.103028990306001544e+00
7.605000000000000426e+00,1.167077994260040219e+00
7.610000000000000320e+00,1.198559263266719244e+00
7.615000000000000213e+00,1.186906784085342004e+00
7.620000000000000107e+00,1.090622275496298421e+00
7.625000000000000000e+00,1.011054975631265673e+00
7.629999999999999893e+00,8.572384428634653997e-01
7.634999999999999787e+00,7.290440326518541347e-01
7.640000000000000568e+00,7.452362338858180557e-01
7.645000000000000462e+00,6.376074071993877990e-01
7.650000000000000355e+00,6.421171205596554188e-01
7.655000000000000249e+00,6.761392896325030266e-01
7.660000000000000142e+00,6.603582905770700728e-01
7.665000000000000036e+00,6.213917002170725734e-01
7.669999999999999929e+00,6.067721148422302591e-01
7.674999999999999822e+00,6.190499011419523523e-01
7.679999999999999716e+00,7.133527975151288114e-01
7.685000000000000497e+00,7.417884595211788890e-01
7.690000000000000391e+00,8.938848940610955029e-01
7.695000000000000284e+00,9.849478993561443518e-01
7.700000000000000178e+00,1.117247500970254714e+00
7.705000000000000071e+00,1.052355610243872919e+00
7.709999999999999964e+00,9.699963873514995116e-01
7.714999999999999858e+00,9.201468891735773425e-01
7.719999999999999751e+00,8.974321932418188874e-01
7.725000000000000533e+00,8.658705706473690533e-01
7.730000000000000426e+00,7.291896395140430309e-01
7.735000000000000320e+00,7.365779466282553756e-01
7.740000000000000213e+00,7.186869896239095334e-01
7.745000000000000107e+00,7.473391924978518563e-01
7.750000000000000000e+00,7.413553804764834165e-01
7.754999999999999893e+00,8.224128977216531577e-01
7.759999999999999787e+00,9.202733357260783897e-01
7.765000000000000568e+00,8.956772885544419527e-01
7.770000000000000462e+00,1.012588484510647868e+00
7.775000000000000355e+00,9.991444103058761961e-01
7.780000000000000249e+00,1.128269468424251576e+00
7.785000000000000142e+00,1.210879428976081362e+00
7.790000000000000036e+00,1.328411595725792482e+00
7.794999999999999929e+00,1.406031072821850358e+00
7.799999999999999822e+00,1.390915114243854278e+00
7.805000000000000604e+00,1.405949282131130129e+00
7.810000000000000497e+00,1.258051526281358967e+00
7.815000000000000391e+00,1.189893938026041820e+00
7.820000000000000284e+00,1.165258018258649830e+00
7.825000000000000178e+00,1.150914804525522417e+00
7.830000000000000071e+00,1.036052278366267565e+00
7.834999999999999964e+00,1.020674161681137670e+00
7.839999999999999858e+00,1.035673867292376649e+00
7.844999999999999751e+00,9.531789899454813364e-01
7.850000000000000533e+00,9.073848787123587334e-01
7.855000000000000426e+00,8.729024838932806230e-01
7.860000000000000320e+00,9.132074336510496160e-01
7.865000000000000213e+00,9.509782259592799436e-01
7.870000000000000107e+00,1.140736570886997203e+00
7.875000000000000000e+00,1.260990407611416675e+00
7.879999999999999893e+00,1.353524061269937295e+00
7.884999999999999787e+00,1.281364602898343419e+00
7.890000000000000568e+00,1.301382039689952697e+00
7.895000000000000462e+00,1.224780918778162642e+00
7.900000000000000355e+00,1.186999273281212242e+00
7.905000000000000249e+00,1.131779517873397145e+00
7.910000000000000142e+00,1.186372033012685678e+00
7.915000000000000036e+00,1.219825195134150553e+00
7.919999999999999929e+00,1.056553575348431639e+00
7.924999999999999822e+00,1.010172932180816829e+00
7.930000000000000604e+00,7.602514019655963740e-01
7.935000000000000497e+00,6.117558232909392490e-01
7.940000000000000391e+00,6.144509712281267522e-01
7.945000000000000284e+00,5.784578734107926890e-01
7.950000000000000178e+00,6.881864306657472508e-01
7.955000000000000071e+00,7.353775186353324056e-01
7.959999999999999964e+00,8.713106534716863472e-01
7.964999999999999858e+00,8.642511914928514560e-01
7.969999999999999751e+00,8.056094233880499722e-01
7.975000000000000533e+00,7.414658645573311002e-01
7.980000000000000426e+00,8.440982461263917269e-01
7.985000000000000320e+00,9.121446995946312919e-01
7.990000000000000213e+00,1.128244800311913876e+00
7.995000000000000107e+00,1.193442215877826396e+00
8.000000000000000000e+00,1.256367878268758398e+00
8.005000000000000782e+00,1.104692257248452547e+00
8.009999999999999787e+00,1.042169241698813531e+00
8.015000000000000568e+00,7.877772985400610661e-01
8.019999999999999574e+00,7.187037392163575511e-01
8.025000000000000355e+00,8.129546769925418692e-01
8.029999999999999361e+00,8.942346601426587327e-01
8.035000000000000142e+00,8.898074951407786148e-01
8.040000000000000924e+00,8.720526190224067165e-01
8.044999999999999929e+00,7.830840144149326942e-01
8.050000000000000711e+00,6.219313232598819852e-01
8.054999999999999716e+00,5.965017140487990366e-01
8.060000000000000497e+00,7.315127124984475149e-01
8.064999999999999503e+00,8.905763069073210358e-01
8.070000000000000284e+00,1.049119290147544126e+00
8.074999999999999289e+00,1.197923114345730733e+00
8.080000000000000071e+00,1.142009839586382469e+00
8.085000000000000853e+00,1.149416987548255387e+00
8.089999999999999858e+00,1.135127696180936230e+00
8.095000000000000639e+00,1.163412872927940045e+00
8.099999999999999645e+00,1.196915044856951660e+00
8.105000000000000426e+00,1.215064634612317729e+00
8.109999999999999432e+00,1.310381512987778940e+00
8.115000000000000213e+00,1.265748337553588510e+00
8.120000000000000995e+00,1.187908069786264953e+00
8.125000000000000000e+00,1.034432311971085872e+00
8.130000000000000782e+00,9.230958431321992785e-01
8.134999999999999787e+00,9.243939253541337830e-01
8.140000000000000568e+00,9.466598649588220393e-01
8.144999999999999574e+00,1.013576053425955692e+00
8.150000000000000355e+00,1.004295946356312808e+00
8.154999999999999361e+00,1.048029204192903574e+00
8.160000000000000142e+00,8.957732166437918364e-01
8.165000000000000924e+00,9.836243902501626835e-01
8.169999999999999929e+00,9.658303584863412450e-01
8.175000000000000711e+00,1.060334402910063201e+00
8.179999999999999716e+00,1.138297161576345529e+00
8.185000000000000497e+00,1.198800466170178325e+00
8.189999999999999503e+00,1.323481108090723835e+00
8.195000000000000284e+00,1.340246733333183560e+00
8.199999999999999289e+00,1.262728178754492614e+00
8.205000000000000071e+00,1.246796453666650706e+00
8.210000000000000853e+00,1.165021589156645332e+00
8.214999999999999858e+00,1.190083420141397896e+00
8.220000000000000639e+00,1.087420763917879230e+00
8.224999999999999645e+00,1.125525837569146814e+00
8.230000000000000426e+00,9.726487631145356305e-01
8.234999999999999432e+00,1.093070673233282664e+00
8.240000000000000213e+00,9.814638171527672039e-01
8.245000000000000995e+00,9.494358045367186083e-01
8.250000000000000000e+00,8.209545359402052878e-01
8.255000000000000782e+00,8.337181980119350300e-01
8.259999999999999787e+00,8.088398334138997559e-01
8.265000000000000568e+00,9.045258522888481867e-01
8.269999999999999574e+00,9.851615579547604584e-01
8.275000000000000355e+00,9.837017660047423506e-01
8.279999999999999361e+00,1.011365737954269317e+00
8.285000000000000142e+00,1.082277855145287848e+00
8.290000000000000924e+00,1.098384696447432862e+00
8.294999999999999929e+00,1.056031956221661572e+00
8.300000000000000711e+00,9.795209825234307832e-01
8.304999999999999716e+00,1.151710774774982848e+00
8.310000000000000497e+00,1.031107587916198609e+00
8.314999999999999503e+00,1.140217262024356693e+00
8.320000000000000284e+00,1.113523115833957577e+00
8.324999999999999289e+00,9.615525932780204510e-01
8.330000000000000071e+00,8.872924338924845777e-01
8.335000000000000853e+00,8.734252218052027672e-01
8.339999999999999858e+00,8.815909032549296143e-01
8.345000000000000639e+00,7.923725007020940847e-01
8.349999999999999645e+00,8.300578875211661600e-01
8.355000000000000426e+00,8.572708581108555714e-01
8.359999999999999432e+00,9.361848037623959895e-01
8.365000000000000213e+00,8.651554758173484183e-01
8.370000000000000995e+00,8.139401197431497259e-01
8.375000000000000000e+00,8.716673554280749414e-01
8.380000000000000782e+00,8.372466402039872024e-01
8.384999999999999787e+00,8.392810717931059594e-01
8.390000000000000568e+00,8.686014949908763549e-01
8.394999999999999574e+00,9.348546423824796170e-01
8.400000000000000355e+00,9.405219025071405170e-01
8.404999999999999361e+00,8.510567890111034872e-01
8.410000000000000142e+00,8.529062922354924137e-01
8.415000000000000924e+00,8.533572269380451658e-01
8.419999999999999929e+00,8.683067795243013531e-01
8.425000000000000711e+00,8.276321113859955725e-01
8.429999999999999716e+00,8.697970487482828972e-01
8.435000000000000497e+00,9.700919417046355298e-01
8.439999999999999503e+00,9.322394037564584179e-01
8.445000000000000284e+00,9.709715329233397085e-01
8.449999999999999289e+00,8.851311248497242268e-01
8.455000000000000071e+00,9.621734174638489900e-01
8.460000000000000853e+00,9.747171791144042530e-01
8.464999999999999858e+00,1.027359293276893348e+00
8.470000000000000639e+00,9.680470448676246065e-01
8.474999999999999645e+00,1.045364222349539851e+00
8.480000000000000426e+00,1.073658392844133003e+00
8.484999999999999432e+00,1.042747597135698534e+00
8.490000000000000213e+00,9.301955450712298124e-01
8.495000000000000995e+00,9.193038214554508647e-01
8.500000000000000000e+00,9.569497755780717041e-01
8.505000000000000782e+00,9.313256829323390829e-01
8.509999999999999787e+00,9.237810267897982319e-01
8.515000000000000568e+00,9.931970894083264056e-01
8.519999999999999574e+00,9.584202231896739033e-01
8.525000000000000355e+00,1.012539232816816348e+00
8.529999999999999361e+00,1.072215500448966630e+00
8.535000000000000142e+00,9.993728625180943181e-01
8.540000000000000924e+00,1.086062061640366450e+00
8.544999999999999929e+00,1.048342982224628628e+00
8.550000000000000711e+00,1.108148708152055351e+00
8.554999999999999716e+00,1.166886149348667301e+00
8.560000000000000497e+00,1.215158069720563283e+00
8.564999999999999503e+00,1.158500410939672154e+00
8.570000000000000284e+00,1.270101880804010763e+00
8.575000000000001066e+00,1.219015610161009233e+00
8.580000000000000071e+00,1.268770383136995195e+00
8.585000000000000853e+00,1.124609106576827111e+00
8.589999999999999858e+00,1.154268674414355766e+00
8.595000000000000639e+00,1.199241648808524907e+00
8.599999999999999645e+00,1.064496525211371170e+00
8.605000000000000426e+00,1.113263876619177362e+00
8.609999999999999432e+00,1.018566695117617327e+00
8.615000000000000213e+00,9.934614669055127356e-01
8.620000000000000995e+00,9.756767145234397365e-01
8.625000000000000000e+00,9.175365467997989022e-01
8.630000000000000782e+00,9.030993683465928790e-01
8.634999999999999787e+00,8.493200050311953131e-01
8.640000000000000568e+00,9.456392438669797285e-01
8.644999999999999574e+00,1.071774021968043389e+00
8.650000000000000355e+00,1.115004843350791974e+00
8.654999999999999361e+00,1.117447208629173794e+00
8.660000000000000142e+00,1.080093141770749332e+00
8.665000000000000924e+00,1.120336337447902508e+00
8.669999999999999929e+00,1.135671229225529544e+00
8.675000000000000711e+00,1.131161079164174188e+00
8.679999999999999716e+00,1.125589059531598046e+00
8.685000000000000497e+00,1.123779272766656456e+00
8.689999999999999503e+00,1.190584415114233741e+00
8.695000000000000284e+00,1.072841813370446706e+00
8.700000000000001066e+00,1.035769147310771299e+00
8.705000000000000071e+00,9.246504063084640679e-01
8.710000000000000853e+00,9.102632718600627282e-01
8.714999999999999858e+00,7.760900717467862364e-01
8.720000000000000639e+00,8.377369498758644450e-01
8.724999999999999645e+00,9.365153347187045174e-01
8.730000000000000426e+00,8.659813285416255724e-01
